j,B-Frequency
时,0
间,0
内,0
纠,0
正,0
高,B-Symptom
血,I-Symptom
糖,I-Symptom
的,0
糖,B-Disease
尿,I-Disease
病,I-Disease
患,0
者,0
。,0
"
",0
(,0
2,0
),0
使,0
用,0
方,0
法,0
"
",0
①,0
口,B-Drug
服,I-Drug
降,I-Drug
糖,I-Drug
药,I-Drug
联,0
合,0
基,B-Method
础,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
方,0
案,0
:,0
血,B-Test
糖,I-Test
明,0
显,0
"
",0
增,B-Test_Value
高,I-Test_Value
伴,0
有,0
明,0
显,0
高,B-Symptom
血,I-Symptom
糖,I-Symptom
症,0
状,0
的,0
新,0
诊,0
断,0
糖,B-Disease
尿,I-Disease
病,I-Disease
患,0
者,0
或,0
E,0
l,0
"
",0
服,0
降,0
糖,0
药,0
治,0
疗,0
血,B-Test
糖,I-Test
控,0
制,0
不,0
佳,0
的,0
患,0
者,0
起,0
始,0
基,0
础,0
胰,B-Drug
岛,I-Drug
素,I-Drug
"
",0
时,0
。,0
可,0
根,0
据,0
体,B-Test
重,I-Test
计,0
算,0
每,B-Frequency
日,I-Frequency
起,0
始,0
剂,0
量,0
",",0
通,0
常,0
为,0
O,B-Amount
.,I-Amount
1,I-Amount
~,I-Amount
0,I-Amount
.,I-Amount
3,I-Amount
"
",I-Amount
单,I-Amount
位,I-Amount
/,I-Amount
千,I-Amount
克,I-Amount
体,I-Amount
重,I-Amount
",",0
肥,B-Disease
胖,I-Disease
患,0
者,0
或,0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
 ,0
 ,0
C,0
>,B-Test_Value
8,I-Test_Value
.,I-Test_Value
0,I-Test_Value
%,I-Test_Value
时,0
",",0
可,0
考,0
"
",0
虑,0
0,B-Amount
.,I-Amount
2,I-Amount
~,I-Amount
0,I-Amount
.,I-Amount
3,I-Amount
单,I-Amount
位,I-Amount
/,I-Amount
千,I-Amount
克,I-Amount
体,I-Amount
重,I-Amount
起,0
始,0
。,0
从,0
预,B-Drug
混,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
治,0
疗,0
"
",0
转,0
换,0
为,0
基,0
础,0
胰,B-Drug
岛,I-Drug
素,I-Drug
时,0
",",0
可,0
依,0
据,0
血,B-Test
糖,I-Test
水,0
平,0
",",0
按,0
照,0
原,0
预,B-Drug
"
",I-Drug
混,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
总,0
剂,0
量,0
的,0
6,0
0,0
%,0
~,0
8,0
0,0
%,0
起,0
始,0
基,0
础,0
胰,B-Drug
岛,I-Drug
素,I-Drug
;,0
如,0
"
",0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
 ,0
 ,0
 ,0
C,0
≤,B-Test_Value
8,I-Test_Value
.,I-Test_Value
O,I-Test_Value
%,I-Test_Value
",",0
基,0
础,0
胰,B-Drug
岛,I-Drug
素,I-Drug
起,0
始,0
剂,0
量,0
=,0
原,0
预,B-Drug
混,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
"
",0
总,0
量,0
X,0
 ,0
0,0
.,0
6,0
",",0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
 ,0
 ,0
C,0
>,B-Test_Value
8,I-Test_Value
%,I-Test_Value
时,0
",",0
推,0
荐,0
起,0
始,0
剂,0
量,0
=,0
原,0
预,B-Drug
混,I-Drug
"
",I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
总,0
量,0
X,0
 ,0
0,0
.,0
8,0
。,0
口,0
服,0
药,0
种,0
类,0
和,0
剂,0
量,0
根,0
据,0
患,0
者,0
个,0
体,0
"
",0
情,0
况,0
γ,0
情,0
选,0
择,0
和,0
调,0
整,0
。,0
此,0
后,0
",",0
根,0
据,0
空,B-Test
腹,I-Test
血,I-Test
糖,I-Test
水,0
平,0
",",0
在,0
"
",0
避,0
免,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
的,0
情,0
况,0
下,0
及,0
时,0
调,0
整,0
胰,B-Drug
岛,I-Drug
素,I-Drug
剂,0
量,0
。,0
多,0
数,0
患,0
者,0
"
",0
长,B-Drug
效,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
物,I-Drug
每,0
日,0
剂,0
量,0
达,0
到,0
约,0
0,B-Amount
.,I-Amount
5,I-Amount
单,I-Amount
位,I-Amount
/,I-Amount
千,I-Amount
克,I-Amount
体,I-Amount
重,I-Amount
"
",0
前,0
",",0
可,0
通,0
过,0
继,0
续,0
调,0
整,0
剂,0
量,0
控,0
制,0
血,B-Test
糖,I-Test
",",0
而,0
无,0
需,0
调,0
整,0
治,0
疗,0
"
",0
方,0
案,0
。,0
在,0
血,B-Test
糖,I-Test
未,0
达,0
到,0
设,0
定,0
的,0
血,B-Test
糖,I-Test
目,0
标,0
值,0
前,0
",",0
建,0
议,0
患,0
者,0
"
",0
中,B-Drug
效,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
(,I-Drug
N,I-Drug
P,I-Drug
H,I-Drug
),I-Drug
 ,0
2,B-Amount
.,I-Amount
5,I-Amount
~,I-Amount
3,I-Amount
 ,I-Amount
0,I-Amount
"
",0
长,B-Drug
效,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
(,I-Drug
P,I-Drug
Z,I-Drug
I,I-Drug
),I-Drug
 ,0
3,B-Amount
.,I-Amount
0,I-Amount
~,I-Amount
4,I-Amount
.,I-Amount
0,I-Amount
"
",0
甘,B-Drug
精,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
 ,0
2,B-Amount
.,I-Amount
0,I-Amount
~,I-Amount
3,I-Amount
",",I-Amount
0,I-Amount
"
",0
在,0
医,0
生,0
指,0
导,0
下,0
",",0
根,0
据,0
空,B-Test
腹,I-Test
血,I-Test
糖,I-Test
",",0
每,B-Frequency
周,I-Frequency
调,0
整,0
2,B-Amount
~,I-Amount
6,I-Amount
单,I-Amount
位,I-Amount
"
",0
直,0
至,0
空,B-Test
腹,I-Test
血,I-Test
糖,I-Test
达,0
标,0
;,0
对,0
于,0
能,0
进,0
行,0
血,B-Test
糖,I-Test
监,0
测,0
、,0
感,0
知,0
低,B-SideEff
血,I-SideEff
"
",I-SideEff
糖,I-SideEff
、,0
进,0
行,0
自,0
我,0
管,0
理,0
的,0
患,0
者,0
",",0
医,0
生,0
可,0
指,0
导,0
其,0
进,0
行,0
简,0
便,0
易,0
"
",0
行,0
的,0
自,0
我,0
胰,B-Drug
岛,I-Drug
素,I-Drug
剂,0
量,0
调,0
整,0
",",0
每,B-Frequency
3,I-Frequency
天,I-Frequency
调,0
整,0
2,B-Amount
~,I-Amount
3,I-Amount
单,I-Amount
位,I-Amount
直,0
至,0
"
",0
空,B-Test
腹,I-Test
血,I-Test
糖,I-Test
达,0
标,0
",",0
详,0
见,0
表,0
6,0
。,0
"
",0
②,0
基,B-Method
础,I-Method
胰,B-Drug
岛,I-Drug
索,I-Drug
联,0
合,0
餐,B-Method
时,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
方,0
案,0
:,0
对,0
于,0
口,B-Drug
服,I-Drug
"
",I-Drug
降,I-Drug
糖,I-Drug
药,I-Drug
联,0
合,0
基,B-Method
础,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
治,0
疗,0
的,0
患,0
者,0
",",0
基,B-Method
础,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
可,0
维,0
"
",0
持,0
原,0
剂,0
量,0
",",0
开,0
始,0
时,0
可,0
在,0
主,B-Frequency
餐,I-Frequency
/,I-Frequency
早,I-Frequency
餐,I-Frequency
前,I-Frequency
给,0
予,0
餐,0
时,0
胰,B-Amount
岛,I-Amount
素,I-Amount
"
",0
4,B-Amount
~,I-Amount
6,I-Amount
单,I-Amount
位,I-Amount
",",0
然,0
后,0
逐,0
步,0
增,0
加,0
餐,B-Method
时,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
",",0
根,0
据,0
下,0
一,0
餐,B-Test
前,I-Test
"
",I-Test
血,I-Test
糖,I-Test
值,0
",",0
每,B-Frequency
周,I-Frequency
调,I-Frequency
整,I-Frequency
1,I-Frequency
~,I-Frequency
2,I-Frequency
次,I-Frequency
餐,0
时,0
胰,B-Drug
岛,I-Drug
素,I-Drug
剂,0
量,0
",",0
每,0
次,0
调,0
整,0
"
",0
1,B-Amount
~,I-Amount
2,I-Amount
单,I-Amount
位,I-Amount
或,0
1,0
0,0
%,0
~,0
1,0
5,0
%,0
直,0
至,0
达,0
到,0
下,0
次,0
餐,B-Test
前,I-Test
血,I-Test
糖,I-Test
目,0
标,0
",",0
"
",0
根,0
据,0
每,B-Frequency
3,I-Frequency
~,I-Frequency
6,I-Frequency
个,I-Frequency
月,I-Frequency
的,0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
 ,0
 ,0
 ,0
C,0
结,0
果,0
",",0
如,0
需,0
要,0
可,0
逐,0
渐,0
增,0
加,0
至,0
"
",0
每,B-Frequency
日,I-Frequency
2,I-Frequency
~,I-Frequency
3,I-Frequency
次,I-Frequency
餐,B-Method
时,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
注,0
射,0
。,0
对,0
于,0
之,0
前,0
使,0
用,0
预,B-Drug
混,I-Drug
胰,I-Drug
岛,I-Drug
"
",I-Drug
素,I-Drug
的,0
患,0
者,0
",",0
可,0
按,0
照,0
原,0
先,0
预,B-Drug
混,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
剂,0
量,0
的,0
4,0
0,0
%,0
~,0
5,0
0,0
%,0
"
",0
作,0
为,0
基,B-Method
础,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
",",0
剩,0
余,0
量,0
作,0
为,0
餐,B-Method
时,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
",",0
三,0
餐,0
平,0
"
",0
均,0
分,0
配,0
;,0
对,0
于,0
需,0
短,0
时,0
间,0
内,0
纠,0
正,0
高,B-Symptom
血,I-Symptom
糖,I-Symptom
的,0
患,0
者,0
",",0
可,0
根,0
"
",0
据,0
0,B-Amount
.,I-Amount
3,I-Amount
~,I-Amount
0,I-Amount
.,I-Amount
5,I-Amount
单,I-Amount
位,I-Amount
/,I-Amount
千,I-Amount
克,I-Amount
体,I-Amount
重,I-Amount
来,0
估,0
算,0
起,0
始,0
胰,B-Drug
岛,I-Drug
素,I-Drug
总,0
量,0
",",0
其,0
"
",0
中,0
",",0
5,0
0,0
%,0
为,0
基,B-Method
础,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
",",0
5,0
0,0
%,0
为,0
餐,B-Method
时,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
",",0
三,0
餐,0
平,0
"
",0
均,0
分,0
配,0
。,0
采,0
用,0
基,B-Method
础,I-Method
+,I-Method
三,I-Method
餐,I-Method
前,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
治,0
疗,0
方,0
案,0
时,0
",",0
如,0
果,0
"
",0
血,B-Test
糖,I-Test
水,0
平,0
整,0
体,0
偏,0
高,0
",",0
可,0
先,0
调,0
整,0
基,0
础,0
胰,B-Drug
岛,I-Drug
素,I-Drug
剂,0
量,0
",",0
对,0
于,0
"
",0
需,0
尽,0
快,0
解,0
除,0
高,B-Symptom
血,I-Symptom
糖,I-Symptom
状,0
态,0
的,0
情,0
况,0
",",0
则,0
可,0
同,0
时,0
调,0
整,0
基,0
础,0
和,0
"
",0
餐,0
时,0
的,0
剂,0
量,0
。,0
"
",0
条,0
件,0
允,0
许,0
时,0
",",0
在,0
起,0
始,0
胰,B-Drug
岛,I-Drug
素,I-Drug
治,0
疗,0
的,0
早,0
期,0
可,0
通,0
过,0
住,0
"
",0
院,0
密,0
切,0
监,0
测,0
血,B-Test
糖,I-Test
来,0
每,0
天,0
调,0
整,0
胰,B-Drug
岛,I-Drug
素,I-Drug
剂,0
量,0
:,0
根,0
据,0
空,B-Test
腹,I-Test
血,I-Test
"
",I-Test
糖,I-Test
",",0
调,0
整,0
基,0
础,0
胰,B-Drug
岛,I-Drug
素,I-Drug
剂,0
量,0
1,B-Amount
~,I-Amount
4,I-Amount
单,I-Amount
位,I-Amount
或,0
1,0
0,0
%,0
~,0
2,0
0,0
%,0
;,0
"
",0
根,0
据,0
下,0
一,0
餐,B-Test
前,I-Test
血,I-Test
糖,I-Test
值,0
",",0
调,0
整,0
餐,B-Method
时,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
剂,0
量,0
1,B-Amount
~,I-Amount
2,I-Amount
单,I-Amount
"
",0
表,0
5,0
基,0
础,0
胰,B-Drug
岛,I-Drug
素,I-Drug
种,0
类,0
及,0
其,0
特,0
点,0
"
",0
5,0
~,0
7,0
 ,0
1,0
3,0
~,0
1,0
6,0
"
",0
8,0
~,0
1,0
0,0
 ,0
长,0
达,0
2,0
0,0
"
",0
平,0
稳,0
",",0
无,0
显,0
著,0
峰,0
值,0
 ,0
长,0
达,0
3,0
0,0
"
",0
地,B-Drug
特,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
 ,0
2,0
.,0
0,0
~,0
3,0
.,0
0,0
 ,0
平,0
稳,0
",",0
无,0
显,0
著,0
峰,0
值,0
 ,0
长,0
达,0
2,0
4,0
"
",0
作,0
用,0
曲,0
线,0
具,0
有,0
峰,0
值,0
",",0
"
",0
作,0
用,0
曲,0
线,0
具,0
有,0
峰,0
值,0
"
",0
平,0
稳,0
",",0
无,0
显,0
著,0
峰,0
值,0
",",0
"
",0
每,B-Frequency
日,I-Frequency
注,I-Frequency
射,I-Frequency
1,I-Frequency
次,I-Frequency
"
",0
平,0
稳,0
",",0
无,0
显,0
著,0
峰,0
值,0
",",0
"
",0
每,B-Frequency
日,I-Frequency
注,I-Frequency
射,I-Frequency
1,I-Frequency
次,I-Frequency
或,I-Frequency
2,I-Frequency
次,I-Frequency
"
",0
作,0
用,0
时,0
间,0
短,0
"
",0
作,0
用,0
时,0
间,0
长,0
"
",0
作,0
用,0
时,0
间,0
长,0
"
",0
来,0
源,0
:,0
 ,0
《,0
成,0
人,0
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
基,B-Drug
础,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
临,0
床,0
应,0
用,0
中,0
国,0
专,0
家,0
指,0
导,0
建,0
议,0
》,0
"
",0
表,0
6,0
基,0
础,0
胰,B-Drug
岛,I-Drug
素,I-Drug
剂,0
量,0
方,0
案,0
方,0
案,0
(,0
以,0
空,B-Test
腹,I-Test
血,I-Test
糖,I-Test
目,0
标,0
6,B-Test_Value
.,I-Test_Value
1,I-Test_Value
 ,I-Test_Value
m,I-Test_Value
m,I-Test_Value
o,I-Test_Value
l,I-Test_Value
/,I-Test_Value
L,I-Test_Value
为,0
例,0
),0
"
",0
<,0
4,0
.,0
4,0
"
",0
4,0
.,0
4,0
~,0
6,0
.,0
1,0
"
",0
6,0
.,0
2,0
~,0
7,0
.,0
8,0
"
",0
7,0
.,0
9,0
~,0
9,0
.,0
9,0
"
",0
>,0
1,0
0,0
.,0
0,0
"
",0
—,0
9,0
"
",0
不,0
调,0
整,0
"
",0
+,0
2,0
"
",0
+,0
4,0
"
",0
+,0
b,0
"
",0
一,0
9,0
"
",0
不,0
调,0
整,0
"
",0
+,0
2,0
"
",0
+,0
2,0
"
",0
+,0
2,0
"
",0
来,0
源,0
:,0
 ,0
《,0
成,0
人,0
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
基,0
础,0
胰,B-Drug
岛,I-Drug
索,I-Drug
临,0
床,0
应,0
用,0
中,0
国,0
专,0
家,0
指,0
导,0
建,0
议,0
》,0
"
",0
位,0
或,0
1,0
0,0
%,0
。,0
如,0
果,0
出,0
现,0
空,0
腹,0
或,0
夜,0
间,0
"
",0
低,B-Test
血,I-Test
糖,I-Test
(,0
<,B-Test_Value
3,I-Test_Value
.,I-Test_Value
9,I-Test_Value
毫,I-Test_Value
摩,I-Test_Value
尔,I-Test_Value
/,I-Test_Value
升,I-Test_Value
),I-Test_Value
或,0
低,B-SideEff
"
",I-SideEff
血,I-SideEff
糖,I-SideEff
症,0
状,0
",",0
则,0
应,0
减,0
少,0
基,B-Method
础,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
"
",0
和,0
/,0
或,0
晚,B-Frequency
餐,I-Frequency
前,I-Frequency
的,0
餐,B-Method
时,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
剂,0
量,0
"
",0
1,0
 ,0
O,0
%,0
~,0
2,0
0,0
%,0
;,0
如,0
果,0
日,0
间,0
两,0
餐,0
问,0
出,0
"
",0
现,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
",",0
则,0
减,0
少,0
上,0
一,0
餐,0
的,0
餐,B-Method
时,I-Method
"
",0
胰,B-Drug
岛,I-Drug
素,I-Drug
剂,0
量,0
1,0
 ,0
O,0
%,0
~,0
2,0
0,0
%,0
;,0
如,0
出,0
"
",0
现,0
需,0
他,0
人,0
协,0
助,0
的,0
严,0
重,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
或,0
随,B-Test
"
",I-Test
机,I-Test
血,I-Test
糖,I-Test
<,B-Test_Value
2,I-Test_Value
.,I-Test_Value
2,I-Test_Value
毫,I-Test_Value
摩,I-Test_Value
尔,I-Test_Value
/,I-Test_Value
升,I-Test_Value
",",0
则,0
减,0
少,0
"
",0
2,0
0,0
%,0
~,0
4,0
0,0
%,0
胰,B-Drug
岛,I-Drug
素,I-Drug
剂,0
量,0
。,0
"
",0
(,0
3,0
),0
特,0
殊,0
情,0
况,0
"
",0
①,0
老,0
年,0
患,0
者,0
:,0
老,B-Disease
年,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
"
",0
患,0
者,0
常,0
合,0
并,0
多,0
种,0
疾,0
病,0
",",0
器,0
官,0
功,0
能,0
"
",0
减,0
退,0
",",0
且,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
感,0
知,0
性,0
弱,0
、,0
耐,0
受,0
"
",0
性,0
差,0
",",0
认,0
知,0
能,0
力,0
、,0
自,0
我,0
管,0
理,0
能,0
力,0
"
",0
下,0
降,0
。,0
因,0
此,0
",",0
老,B-Disease
年,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
患,0
者,0
血,B-Test
"
",I-Test
糖,I-Test
控,0
制,0
目,0
标,0
一,0
般,0
较,0
为,0
宽,0
松,0
",",0
在,0
选,0
"
",0
择,0
降,0
糖,0
药,0
物,0
时,0
",",0
除,0
了,0
控,0
糖,0
达,0
标,0
以,0
"
",0
预,0
防,0
和,0
减,0
少,0
并,0
发,0
症,0
",",0
更,0
应,0
当,0
考,0
虑,0
"
",0
其,0
肝,B-Test
、,0
肾,B-Test
功,I-Test
能,I-Test
及,0
合,0
并,0
用,0
药,0
的,0
相,0
互,0
"
",0
作,0
用,0
",",0
减,0
少,0
低,B-Disease
血,I-Disease
糖,I-Disease
发,0
生,0
。,0
临,0
床,0
上,0
"
",0
常,0
采,0
用,0
口,B-Drug
服,I-Drug
降,I-Drug
糖,I-Drug
药,I-Drug
治,0
疗,0
",",0
需,0
胰,B-Drug
岛,I-Drug
"
",I-Drug
素,I-Drug
治,0
疗,0
时,0
通,0
常,0
推,0
荐,0
使,0
用,0
基,B-Method
础,I-Method
胰,B-Drug
岛,I-Drug
"
",I-Drug
素,I-Drug
",",0
尤,0
其,0
是,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
风,0
险,0
较,0
低,0
的,0
长,B-Drug
"
",I-Drug
效,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
物,I-Drug
。,0
除,0
新,0
诊,0
断,0
伴,0
严,0
"
",0
重,0
高,B-Symptom
血,I-Symptom
糖,I-Symptom
症,0
状,0
及,0
某,0
些,0
特,0
殊,0
情,0
况,0
"
",0
外,0
",",0
不,0
推,0
荐,0
多,0
次,0
胰,B-Drug
岛,I-Drug
素,I-Drug
注,0
射,0
的,0
方,0
"
",0
案,0
。,0
"
",0
②,0
妊,0
娠,0
期,0
:,0
无,0
论,0
是,0
妊,B-Disease
娠,I-Disease
期,I-Disease
"
",I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
还,0
是,0
糖,B-Disease
尿,I-Disease
病,I-Disease
合,I-Disease
并,I-Disease
妊,I-Disease
娠,I-Disease
",",0
当,0
"
",0
通,0
过,0
饮,0
食,0
治,0
疗,0
血,B-Test
糖,I-Test
不,0
能,0
得,0
到,0
满,0
意,0
"
",0
控,0
制,0
时,0
",",0
均,0
需,0
起,0
始,0
胰,B-Drug
岛,I-Drug
素,I-Drug
治,0
疗,0
。,0
"
",0
由,0
于,0
人,B-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
不,0
通,0
过,0
胎,B-Anatomy
盘,I-Anatomy
屏,I-Anatomy
障,I-Anatomy
",",0
"
",0
因,0
],0
_,0
},0
L,0
N,0
P,0
H,0
在,0
妊,0
娠,0
期,0
间,0
使,0
用,0
不,0
受,0
限,0
"
",0
制,0
。,0
但,0
由,0
于,0
长,B-Drug
效,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
物,I-Drug
在,0
"
",0
妊,0
娠,0
妇,0
女,0
中,0
临,0
床,0
证,0
据,0
有,0
限,0
",",0
临,0
床,0
"
",0
医,0
生,0
需,0
充,0
分,0
考,0
虑,0
获,0
益,0
及,0
潜,0
在,0
风,0
险,0
"
",0
后,0
确,0
定,0
是,0
否,0
使,0
用,0
。,0
"
",0
③,0
围,0
手,0
术,0
期,0
:,0
围,0
手,0
术,0
期,0
需,0
使,0
"
",0
用,0
胰,B-Drug
岛,I-Drug
素,I-Drug
控,0
制,0
血,B-Test
糖,I-Test
",",0
入,0
院,0
前,0
口,B-Drug
服,I-Drug
"
",I-Drug
降,I-Drug
糖,I-Drug
药,I-Drug
的,0
患,0
者,0
",",0
接,0
受,0
小,0
手,0
术,0
的,0
术,0
"
",0
前,0
当,0
晚,0
及,0
手,0
术,0
当,0
天,0
应,0
停,0
用,0
口,B-Drug
服,I-Drug
降,I-Drug
"
",I-Drug
糖,I-Drug
药,I-Drug
",",0
接,0
受,0
大,0
中,0
手,0
术,0
则,0
应,0
在,0
术,0
前,0
"
",0
3,0
天,0
停,0
用,0
口,B-Drug
服,I-Drug
降,I-Drug
糖,I-Drug
药,I-Drug
",",0
均,0
改,0
为,0
胰,B-Drug
"
",I-Drug
岛,I-Drug
素,I-Drug
治,0
疗,0
。,0
术,0
前,0
和,0
术,0
后,0
可,0
正,0
常,0
饮,0
"
",0
食,0
的,0
高,B-Disease
血,I-Disease
糖,I-Disease
患,0
者,0
可,0
采,0
用,0
基,B-Method
础,I-Method
联,I-Method
合,I-Method
"
",I-Method
餐,I-Method
时,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
方,0
案,0
",",0
大,0
中,0
型,0
手,0
术,0
术,0
"
",0
中,0
需,0
要,0
静,B-Method
脉,I-Method
使,0
用,0
胰,B-Drug
岛,I-Drug
素,I-Drug
。,0
对,0
于,0
常,0
"
",0
规,0
(,0
非,0
心,B-Anatomy
脏,I-Anatomy
),0
手,0
术,0
患,0
者,0
",",0
基,B-Method
础,I-Method
联,I-Method
"
",I-Method
合,I-Method
餐,I-Method
时,I-Method
方,0
案,0
相,0
比,0
仅,0
使,0
用,0
短,B-Drug
效,I-Drug
或,I-Drug
速,I-Drug
"
",I-Drug
效,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
的,0
方,0
案,0
血,B-Test
糖,I-Test
控,0
制,0
更,0
佳,0
、,0
"
",0
围,B-Disease
手,I-Disease
术,I-Disease
期,I-Disease
并,I-Disease
发,I-Disease
症,I-Disease
更,0
少,0
。,0
入,0
院,0
前,0
"
",0
已,0
使,0
用,0
胰,B-Drug
岛,I-Drug
素,I-Drug
者,0
",",0
手,0
术,0
日,0
停,0
用,0
早,B-Method
"
",I-Method
餐,I-Method
前,I-Method
短,B-Drug
效,I-Drug
/,I-Drug
速,I-Drug
效,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
",",0
继,0
续,0
使,0
"
",0
热,0
点,0
话,0
题,0
I,0
H,0
o,0
t,0
T,0
o,0
p,0
i,0
c,0
"
",0
用,0
基,B-Method
础,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
。,0
长,B-Drug
效,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
类,I-Drug
似,I-Drug
"
",I-Drug
物,I-Drug
在,0
手,0
术,0
当,0
日,0
早,0
晨,0
予,0
常,0
规,0
剂,0
量,0
的,0
"
",0
5,0
0,0
%,0
~,0
1,0
0,0
0,0
%,0
;,0
中,B-Drug
效,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
如,0
为,0
"
",0
晚,B-Frequency
间,I-Frequency
注,0
射,0
",",0
术,0
前,0
1,0
天,0
予,0
常,0
规,0
剂,0
量,0
"
",0
的,0
7,0
5,0
%,0
",",0
手,0
术,0
当,0
日,0
早,0
晨,0
予,0
常,0
规,0
剂,0
"
",0
量,0
的,0
5,0
0,0
%,0
~,0
7,0
5,0
%,0
;,0
预,B-Drug
混,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
在,0
"
",0
手,0
术,0
当,0
日,0
早,0
晨,0
应,0
更,0
换,0
为,0
基,B-Method
础,I-Method
胰,B-Drug
岛,I-Drug
"
",I-Drug
素,I-Drug
",",0
剂,0
量,0
为,0
预,B-Drug
混,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
中,0
的,0
中,0
效,0
"
",0
成,0
分,0
的,0
5,0
0,0
%,0
~,0
7,0
5,0
%,0
。,0
"
",0
预,B-Drug
混,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
:,0
 ,0
《,0
预,B-Drug
混,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
"
",0
临,0
床,0
应,0
用,0
专,0
家,0
共,0
识,0
(,0
2,0
0,0
1,0
 ,0
6,0
年,0
"
",0
版,0
),0
》,0
"
",0
《,0
中,0
国,0
2,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
防,0
治,0
指,0
南,0
"
",0
(,0
2,0
0,0
1,0
3,0
2,0
#,0
版,0
),0
》,0
指,0
出,0
",",0
每,B-Frequency
日,I-Frequency
1,I-Frequency
次,I-Frequency
基,0
础,0
"
",0
胰,B-Drug
岛,I-Drug
素,I-Drug
或,0
每,B-Frequency
日,I-Frequency
1,I-Frequency
~,I-Frequency
2,I-Frequency
次,I-Frequency
预,B-Drug
混,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
"
",0
均,0
可,0
作,0
为,0
胰,B-Drug
岛,I-Drug
素,I-Drug
起,0
始,0
z,0
.,0
",",0
-,0
口,0
z,0
.,0
疗,0
方,0
案,0
",",0
"
",0
如,0
基,B-Method
础,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
或,0
预,B-Drug
混,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
与,0
口,B-Drug
"
",I-Drug
服,I-Drug
降,I-Drug
糖,I-Drug
药,I-Drug
联,0
合,0
治,0
疗,0
控,0
制,0
血,B-Test
糖,I-Test
不,0
达,0
"
",0
标,0
则,0
应,0
将,0
治,0
疗,0
方,0
案,0
调,0
整,0
为,0
多,0
次,0
胰,B-Method
"
",I-Method
岛,I-Method
素,I-Method
注,I-Method
射,I-Method
(,0
基,B-Method
础,I-Method
+,I-Method
餐,I-Method
时,I-Method
胰,B-Drug
岛,I-Drug
素,I-Drug
或,0
每,B-Frequency
