代,B-Disease
l,I-Amount
 ,0
的,0
氧,B-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
(,0
 ,0
o,0
x,0
i,0
d,0
i,0
z,0
e,0
d,0
 ,0
l,0
o,0
w,0
"
",0
d,0
e,0
n,0
s,0
i,0
t,0
y,0
 ,0
l,0
i,0
p,0
o,0
p,0
r,0
o,0
t,0
e,0
i,0
n,0
",",0
 ,0
O,B-Anatomy
x,I-Anatomy
-,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
),0
可,0
促,0
进,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
的,0
增,0
殖,0
",",0
"
",0
而,0
 ,0
1,B-Amount
5,I-Amount
0,I-Amount
 ,I-Amount
μ,I-Amount
g,I-Amount
 ,I-Amount
/,I-Amount
 ,I-Amount
m,I-Amount
l,I-Amount
 ,0
浓,0
度,0
以,0
上,0
的,0
 ,0
O,B-Test
x,I-Test
-,I-Test
L,I-Test
D,I-Test
L,I-Test
 ,0
可,0
杀,0
死,0
细,0
胞,0
并,0
诱,0
导,0
"
",0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
的,0
凋,0
亡,0
。,0
 ,0
K,0
l,0
e,0
i,0
n,0
 ,0
等,0
[,0
9,0
],0
发,0
现,0
 ,0
L,B-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
和,0
氧,B-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
可,0
"
",0
诱,0
导,0
 ,0
S,0
a,0
o,0
s,0
2,0
 ,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
凋,0
亡,0
",",0
同,0
时,0
 ,0
L,B-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
可,0
上,0
调,0
促,0
凋,0
亡,0
基,0
"
",0
因,0
 ,0
B,B-Anatomy
c,I-Anatomy
l,I-Anatomy
-,I-Anatomy
X,I-Anatomy
s,I-Anatomy
 ,0
和,0
下,0
调,0
抗,0
凋,0
亡,0
 ,0
S,B-Anatomy
r,I-Anatomy
c,I-Anatomy
 ,I-Anatomy
激,I-Anatomy
酶,I-Anatomy
活,0
性,0
",",0
说,0
明,0
 ,0
L,B-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
及,0
其,0
"
",0
修,0
饰,0
化,0
在,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
中,0
具,0
有,0
多,0
重,0
功,0
能,0
。,0
"
",0
骨,B-Anatomy
钙,I-Anatomy
素,I-Anatomy
在,0
骨,0
矿,0
化,0
峰,0
期,0
之,0
后,0
才,0
出,0
现,0
积,0
聚,0
",",0
由,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
"
",I-Anatomy
胞,I-Anatomy
合,0
成,0
并,0
分,0
泌,0
",",0
不,0
受,0
骨,0
吸,0
收,0
因,0
素,0
的,0
影,0
响,0
",",0
因,0
此,0
骨,B-Anatomy
钙,I-Anatomy
素,I-Anatomy
可,0
"
",0
以,0
了,0
解,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
特,0
别,0
是,0
新,0
形,0
成,0
的,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
的,0
活,0
动,0
状,0
"
",0
态,0
",",0
反,0
映,0
了,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
的,0
活,0
性,0
。,0
 ,0
临,0
床,0
发,0
现,0
糖,B-Disease
尿,I-Disease
病,I-Disease
患,0
者,0
血,B-Test
"
",I-Test
糖,I-Test
控,0
制,0
不,0
佳,0
时,0
骨,B-Test
钙,I-Test
素,I-Test
水,0
平,0
明,B-Test_Value
显,I-Test_Value
升,I-Test_Value
高,I-Test_Value
[,0
1,0
0,0
],0
;,0
但,0
机,0
制,0
未,0
明,0
。,0
"
",0
本,0
研,0
究,0
发,0
现,0
 ,0
5,0
.,0
 ,0
3,0
%,0
 ,0
糖,B-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
在,0
 ,0
2,B-Duration
4,I-Duration
 ,I-Duration
h,I-Duration
 ,0
时,0
明,0
显,0
抑,0
制,0
成,B-Anatomy
骨,I-Anatomy
"
",I-Anatomy
细,I-Anatomy
胞,I-Anatomy
中,0
的,0
骨,B-Anatomy
钙,I-Anatomy
素,I-Anatomy
表,0
达,0
",",0
随,0
着,0
 ,0
L,B-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
浓,0
度,0
和,0
作,0
用,0
时,0
间,0
的,0
增,0
"
",0
加,0
",",0
抑,0
制,0
作,0
用,0
不,0
断,0
增,0
强,0
",",0
而,0
正,0
常,0
的,0
糖,B-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
(,0
糖,0
化,0
"
",0
2,0
.,0
 ,0
4,0
%,0
 ,0
),0
与,0
非,B-Anatomy
糖,I-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
没,0
有,0
抑,0
制,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
骨,B-Test
钙,I-Test
素,I-Test
的,0
表,0
"
",0
达,0
",",0
说,0
明,0
增,0
高,0
糖,B-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
可,0
抑,0
制,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
中,0
骨,B-Test
钙,I-Test
素,I-Test
的,0
表,0
"
",0
达,0
",",0
提,0
示,0
糖,B-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
增,0
高,0
可,0
能,0
引,0
起,0
骨,0
形,0
成,0
的,0
下,0
降,0
。,0
"
",0
本,0
研,0
究,0
结,0
果,0
显,0
示,0
 ,0
5,B-Amount
.,I-Amount
 ,I-Amount
3,I-Amount
%,I-Amount
 ,0
及,0
其,0
以,0
上,0
的,0
糖,B-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
在,0
"
",0
2,B-Duration
4,I-Duration
、,0
4,B-Duration
8,I-Duration
 ,0
和,0
 ,0
7,B-Duration
2,I-Duration
 ,I-Duration
h,I-Duration
 ,0
均,0
明,0
显,0
下,0
调,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
中,0
的,0
 ,0
L,B-Anatomy
R,I-Anatomy
P,I-Anatomy
5,I-Anatomy
 ,0
m,0
R,0
N,0
A,0
"
",0
表,0
达,0
",",0
显,0
著,0
上,0
调,0
 ,0
D,B-Anatomy
K,I-Anatomy
K,I-Anatomy
1,I-Anatomy
 ,0
m,0
R,0
N,0
A,0
 ,0
表,0
达,0
",",0
但,0
正,0
常,0
糖,B-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
和,0
"
",0
非,B-Anatomy
糖,I-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
对,0
 ,0
L,B-Anatomy
R,I-Anatomy
P,I-Anatomy
5,I-Anatomy
 ,0
m,0
R,0
N,0
A,0
 ,0
和,0
 ,0
D,B-Anatomy
K,I-Anatomy
K,I-Anatomy
1,I-Anatomy
 ,0
m,0
R,0
N,0
A,0
 ,0
表,0
达,0
没,0
有,0
"
",0
影,0
响,0
",",0
提,0
示,0
过,0
度,0
糖,B-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
可,0
通,0
过,0
 ,0
W,0
n,0
t,0
 ,0
信,0
号,0
通,0
路,0
 ,0
L,B-Anatomy
R,I-Anatomy
P,I-Anatomy
-,I-Anatomy
5,I-Anatomy
"
",0
及,0
其,0
抑,0
制,0
剂,0
 ,0
D,B-Anatomy
K,I-Anatomy
K,I-Anatomy
1,I-Anatomy
 ,0
的,0
表,0
达,0
",",0
进,0
而,0
影,0
响,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
的,0
增,0
殖,0
"
",0
和,0
分,0
化,0
。,0
 ,0
而,0
 ,0
W,0
n,0
t,0
 ,0
通,0
路,0
可,0
调,0
节,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
的,0
分,0
化,0
、,0
骨,0
基,0
质,0
"
",0
的,0
形,0
成,0
及,0
矿,0
化,0
、,0
破,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
的,0
功,0
能,0
和,0
骨,0
吸,0
收,0
等,0
多,0
个,0
环,0
"
",0
节,0
[,0
1,0
1,0
],0
。,0
 ,0
研,0
究,0
显,0
示,0
 ,0
L,B-Anatomy
R,I-Anatomy
P,I-Anatomy
5,I-Anatomy
 ,0
可,0
通,0
过,0
 ,0
W,0
n,0
t,0
 ,0
/,0
 ,0
L,0
R,0
P,0
5,0
 ,0
/,0
 ,0
β,0
-,0
连,0
环,0
蛋,0
"
",0
白,0
途,0
径,0
直,0
接,0
调,0
节,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
功,0
能,0
及,0
骨,0
量,0
[,0
1,0
2,0
],0
。,0
 ,0
D,B-Anatomy
K,I-Anatomy
K,I-Anatomy
1,I-Anatomy
 ,0
是,0
"
",0
由,0
细,0
胞,0
分,0
泌,0
的,0
生,0
物,0
活,0
性,0
物,0
质,0
",",0
D,B-Anatomy
K,I-Anatomy
K,I-Anatomy
-,I-Anatomy
1,I-Anatomy
 ,0
可,0
直,0
接,0
与,0
 ,0
L,B-Anatomy
R,I-Anatomy
P,I-Anatomy
 ,I-Anatomy
受,I-Anatomy
"
",I-Anatomy
体,I-Anatomy
结,0
合,0
",",0
 ,0
或,0
者,0
与,0
其,0
跨,0
膜,0
受,0
体,0
 ,0
K,0
r,0
e,0
m,0
e,0
n,0
 ,0
结,0
合,0
后,0
再,0
与,0
"
",0
L,B-Anatomy
R,I-Anatomy
P,I-Anatomy
5,I-Anatomy
 ,I-Anatomy
/,I-Anatomy
 ,I-Anatomy
6,I-Anatomy
 ,0
结,0
合,0
形,0
成,0
三,0
聚,0
体,0
",",0
诱,0
导,0
细,0
胞,0
内,0
吞,0
",",0
减,0
少,0
细,0
胞,0
膜,0
"
",0
上,0
的,0
 ,0
L,B-Anatomy
R,I-Anatomy
P,I-Anatomy
5,I-Anatomy
 ,I-Anatomy
/,I-Anatomy
 ,I-Anatomy
6,I-Anatomy
",",0
从,0
而,0
阻,0
断,0
了,0
 ,0
W,0
n,0
t,0
 ,0
信,0
号,0
向,0
胞,0
内,0
的,0
传,0
递,0
[,0
1,0
3,0
],0
。,0
"
",0
此,0
外,0
过,0
度,0
表,0
达,0
的,0
 ,0
D,B-Anatomy
K,I-Anatomy
K,I-Anatomy
-,I-Anatomy
1,I-Anatomy
 ,0
可,0
抑,0
制,0
骨,B-Anatomy
髓,I-Anatomy
基,I-Anatomy
质,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
向,0
成,B-Anatomy
骨,I-Anatomy
"
",I-Anatomy
细,I-Anatomy
胞,I-Anatomy
分,0
化,0
",",0
使,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
数,0
量,0
减,0
少,0
并,0
抑,0
制,0
骨,B-Anatomy
基,I-Anatomy
质,I-Anatomy
的,0
矿,0
化,0
"
",0
及,0
骨,B-Disease
折,I-Disease
后,0
的,0
修,0
复,0
[,0
1,0
4,0
],0
。,0
 ,0
本,0
研,0
究,0
结,0
果,0
显,0
示,0
糖,B-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
在,0
 ,0
2,B-Duration
4,I-Duration
"
",I-Duration
h,I-Duration
 ,0
时,0
明,0
显,0
下,0
调,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
中,0
的,0
 ,0
L,B-Anatomy
R,I-Anatomy
P,I-Anatomy
5,I-Anatomy
 ,0
m,0
R,0
N,0
A,0
 ,0
表,0
达,0
",",0
显,0
著,0
上,0
"
",0
调,0
 ,0
D,B-Anatomy
K,I-Anatomy
K,I-Anatomy
1,I-Anatomy
 ,0
m,0
R,0
N,0
A,0
 ,0
表,0
达,0
",",0
但,0
正,0
常,0
糖,B-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
和,0
非,B-Anatomy
糖,I-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
"
",0
对,0
 ,0
L,B-Anatomy
R,I-Anatomy
P,I-Anatomy
5,I-Anatomy
 ,0
m,0
R,0
N,0
A,0
 ,0
和,0
 ,0
D,B-Anatomy
K,I-Anatomy
K,I-Anatomy
1,I-Anatomy
 ,0
m,0
R,0
N,0
A,0
 ,0
表,0
达,0
没,0
有,0
影,0
响,0
",",0
提,0
示,0
过,0
"
",0
度,0
糖,B-Anatomy
化,I-Anatomy
 ,I-Anatomy
L,I-Anatomy
D,I-Anatomy
L,I-Anatomy
 ,0
对,0
成,B-Anatomy
骨,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
增,0
殖,0
和,0
分,0
化,0
的,0
抑,0
制,0
作,0
用,0
可,0
能,0
"
",0
与,0
 ,0
W,0
n,0
t,0
 ,0
信,0
号,0
通,0
路,0
 ,0
L,B-Anatomy
R,I-Anatomy
P,I-Anatomy
5,I-Anatomy
 ,0
及,0
其,0
抑,0
制,0
剂,0
 ,0
D,B-Anatomy
K,I-Anatomy
K,I-Anatomy
1,I-Anatomy
 ,0
的,0
表,0
达,0
有,0
一,0
"
",0
定,0
关,0
系,0
",",0
其,0
机,0
制,0
还,0
需,0
进,0
一,0
步,0
进,0
行,0
探,0
讨,0
。,0
"
",0
