通,B-SideEff
2,0
次,0
",",0
早,0
晚,0
餐,0
前,0
3,0
0,0
m,0
i,0
n,0
服,0
用,0
"
",0
格,B-Drug
列,I-Drug
齐,I-Drug
特,I-Drug
缓,0
释,0
片,0
 ,0
6,0
~,0
2,0
0,0
 ,0
1,0
2,0
~,0
2,0
0,0
 ,0
3,0
0,0
~,0
1,0
2,0
0,0
 ,0
6,0
0,0
 ,0
每,0
日,0
1,0
次,0
",",0
早,0
餐,0
时,0
服,0
用,0
"
",0
格,B-Drug
列,I-Drug
本,I-Drug
脲,I-Drug
 ,0
1,0
~,0
4,0
 ,0
1,0
0,0
 ,0
1,0
.,0
2,0
5,0
~,0
1,0
5,0
 ,0
7,0
.,0
5,0
 ,0
早,0
餐,0
前,0
1,0
次,0
",",0
或,0
早,0
餐,0
及,0
午,0
餐,0
前,0
各,0
1,0
次,0
",",0
或,0
三,0
餐,0
前,0
各,0
1,0
次,0
"
",0
2,0
0,0
1,0
7,0
-,0
1,0
[,0
4,0
],0
.,0
i,0
n,0
d,0
d,0
 ,0
 ,0
 ,0
8,0
 ,0
2,0
0,0
1,0
7,0
/,0
3,0
/,0
2,0
 ,0
 ,0
 ,0
1,0
9,0
:,0
1,0
0,0
:,0
2,0
5,0
"
",0
的,0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
水,0
平,0
",",0
同,0
时,0
改,0
善,0
患,0
者,0
β,B-Anatomy
细,I-Anatomy
胞,I-Anatomy
功,0
能,0
和,0
餐,B-Test
后,I-Test
血,I-Test
糖,I-Test
"
",0
水,0
平,0
",",0
且,0
对,0
于,0
年,0
龄,0
≥,0
6,0
5,0
岁,0
的,0
老,0
年,0
患,0
者,0
同,0
样,0
安,0
全,0
、,0
有,0
"
",0
效,0
。,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
联,0
合,0
D,B-Drug
P,I-Drug
P,I-Drug
-,I-Drug
4,I-Drug
抑,I-Drug
制,I-Drug
剂,I-Drug
会,0
增,0
加,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
的,0
发,0
"
",0
生,0
风,0
险,0
。,0
"
",0
3,0
.,0
7,0
 ,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
联,0
合,0
S,B-Drug
G,I-Drug
L,I-Drug
T,I-Drug
-,I-Drug
2,I-Drug
抑,I-Drug
制,I-Drug
剂,I-Drug
的,0
疗,0
效,0
如,0
何,0
?,0
"
",0
S,B-Drug
G,I-Drug
L,I-Drug
T,I-Drug
-,I-Drug
2,I-Drug
抑,I-Drug
制,I-Drug
剂,I-Drug
通,0
过,0
抑,B-Reason
制,I-Reason
近,I-Reason
端,I-Reason
肾,I-Reason
小,I-Reason
管,I-Reason
钠,I-Reason
-,I-Reason
葡,I-Reason
萄,I-Reason
糖,I-Reason
"
",I-Reason
重,I-Reason
吸,I-Reason
收,I-Reason
、,0
促,B-Reason
进,I-Reason
尿,I-Reason
糖,I-Reason
排,I-Reason
泄,I-Reason
降,0
低,0
血,B-Test
糖,I-Test
浓,0
度,0
。,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
"
",0
联,0
合,0
S,B-Drug
G,I-Drug
L,I-Drug
T,I-Drug
-,I-Drug
2,I-Drug
抑,I-Drug
制,I-Drug
剂,I-Drug
可,0
进,0
一,0
步,0
降,0
低,0
患,0
者,0
血,B-Test
糖,I-Test
",",0
并,0
减,0
轻,0
"
",0
患,0
者,0
体,0
重,0
",",0
但,0
两,0
者,0
联,0
用,0
应,0
注,0
意,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
风,0
险,0
。,0
一,0
项,0
为,0
"
",0
期,0
4,B-Duration
8,I-Duration
周,I-Duration
的,0
随,0
机,0
、,0
双,0
盲,0
、,0
对,0
照,0
研,0
究,0
[,0
2,0
9,0
],0
结,0
果,0
显,0
示,0
",",0
格,B-Drug
列,I-Drug
"
",I-Drug
美,I-Drug
脲,I-Drug
治,0
疗,0
血,B-Test
糖,I-Test
控,0
制,0
不,0
佳,0
的,0
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
患,0
者,0
",",0
联,0
合,0
使,0
用,0
达,B-Drug
"
",I-Drug
格,I-Drug
列,I-Drug
净,I-Drug
(,0
d,0
a,0
p,0
a,0
g,0
l,0
i,0
f,0
l,0
o,0
z,0
i,0
n,0
),0
2,B-Amount
.,I-Amount
5,I-Amount
m,I-Amount
g,I-Amount
/,I-Amount
d,I-Amount
、,0
5,B-Amount
m,I-Amount
g,I-Amount
/,I-Amount
d,I-Amount
、,0
1,B-Amount
0,I-Amount
m,I-Amount
g,I-Amount
/,I-Amount
d,I-Amount
后,0
",",0
"
",0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
分,0
别,0
进,0
一,0
步,0
下,0
降,0
0,B-Test_Value
.,I-Test_Value
4,I-Test_Value
1,I-Test_Value
%,I-Test_Value
、,0
0,B-Test_Value
.,I-Test_Value
5,I-Test_Value
6,I-Test_Value
%,I-Test_Value
和,0
0,B-Test_Value
.,I-Test_Value
7,I-Test_Value
3,I-Test_Value
%,I-Test_Value
",",0
体,B-Test
重,I-Test
"
",0
降,0
幅,0
分,0
为,0
1,0
.,0
3,0
6,0
k,0
g,0
、,0
1,0
.,0
5,0
4,0
k,0
g,0
、,0
2,0
.,0
4,0
1,0
k,0
g,0
",",0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
发,0
生,0
率,0
为,0
"
",0
9,0
.,0
7,0
%,0
~,0
1,0
1,0
.,0
3,0
%,0
。,0
一,0
项,0
为,0
期,0
2,B-Duration
4,I-Duration
周,I-Duration
随,0
机,0
双,0
盲,0
试,0
验,0
和,0
2,B-Duration
8,I-Duration
周,I-Duration
"
",0
开,0
放,0
标,0
签,0
延,0
长,0
期,0
试,0
验,0
的,0
研,0
究,0
 ,0
[,0
3,0
0,0
],0
结,0
果,0
显,0
示,0
",",0
与,0
安,0
慰,0
"
",0
剂,0
比,0
较,0
",",0
鲁,B-Drug
格,I-Drug
列,I-Drug
净,I-Drug
(,0
L,0
u,0
s,0
e,0
o,0
g,0
l,0
i,0
f,0
l,0
o,0
z,0
i,0
n,0
),0
联,0
合,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
"
",0
可,0
进,0
一,0
步,0
降,0
低,0
患,0
者,0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,0
0,B-Test_Value
.,I-Test_Value
6,I-Test_Value
3,I-Test_Value
%,I-Test_Value
",",0
低,B-Disease
血,I-Disease
糖,I-Disease
事,I-Disease
件,I-Disease
发,0
生,0
"
",0
率,0
为,0
1,B-Test_Value
0,I-Test_Value
.,I-Test_Value
7,I-Test_Value
%,I-Test_Value
。,0
"
",0
3,0
.,0
8,0
 ,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
联,0
合,0
G,B-Drug
L,I-Drug
P,I-Drug
-,I-Drug
1,I-Drug
受,I-Drug
体,I-Drug
激,I-Drug
动,I-Drug
剂,I-Drug
的,0
疗,0
效,0
如,0
何,0
?,0
"
",0
G,B-Drug
L,I-Drug
P,I-Drug
-,I-Drug
1,I-Drug
受,I-Drug
体,I-Drug
激,I-Drug
动,I-Drug
剂,I-Drug
以,0
葡,0
萄,0
糖,0
浓,0
度,0
依,0
赖,0
的,0
方,0
式,0
促,B-Reason
"
",I-Reason
进,I-Reason
β,I-Reason
细,I-Reason
胞,I-Reason
分,I-Reason
泌,I-Reason
胰,I-Reason
岛,I-Reason
素,I-Reason
、,0
降,B-Reason
低,I-Reason
α,I-Reason
细,I-Reason
胞,I-Reason
分,I-Reason
泌,I-Reason
胰,I-Reason
血,I-Reason
高,I-Reason
糖,I-Reason
素,I-Reason
",",0
"
",0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
联,0
合,0
G,B-Drug
L,I-Drug
P,I-Drug
-,I-Drug
1,I-Drug
受,I-Drug
体,I-Drug
激,I-Drug
动,I-Drug
剂,I-Drug
可,0
使,0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
水,0
平,0
显,B-Test_Value
"
",I-Test_Value
著,I-Test_Value
降,I-Test_Value
低,I-Test_Value
",",0
且,0
安,0
全,0
耐,0
受,0
性,0
良,0
好,0
[,0
3,0
1,0
",",0
3,0
2,0
],0
。,0
一,0
项,0
为,0
期,0
2,B-Duration
6,I-Duration
周,I-Duration
的,0
"
",0
随,0
机,0
、,0
双,0
盲,0
、,0
对,0
照,0
研,0
究,0
[,0
3,0
2,0
],0
结,0
果,0
显,0
示,0
",",0
无,0
论,0
之,0
前,0
患,0
者,0
"
",0
接,0
受,0
何,0
种,0
治,0
疗,0
",",0
格,B-Drug
列,I-Drug
美,I-Drug
脲,I-Drug
联,0
合,0
利,B-Drug
拉,I-Drug
鲁,I-Drug
肽,I-Drug
治,0
疗,0
均,0
可,0
快,0
"
",0
速,0
降,0
低,0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
达,0
1,B-Test_Value
.,I-Test_Value
1,I-Test_Value
%,I-Test_Value
",",0
显,0
著,0
优,0
于,0
格,B-Drug
列,I-Drug
美,I-Drug
脲,I-Drug
单,0
药,0
治,0
疗,0
"
",0
或,0
格,B-Drug
列,I-Drug
美,I-Drug
脲,I-Drug
联,0
合,0
罗,B-Drug
格,I-Drug
列,I-Drug
酮,I-Drug
治,0
疗,0
。,0
格,B-Drug
列,I-Drug
美,I-Drug
脲,I-Drug
联,0
合,0
利,B-Drug
拉,I-Drug
"
",I-Drug
鲁,I-Drug
肽,I-Drug
1,B-Amount
.,I-Amount
8,I-Amount
m,I-Amount
g,I-Amount
/,I-Amount
d,I-Amount
治,0
疗,0
组,0
患,0
者,0
体,B-SideEff
重,I-SideEff
降,I-SideEff
低,I-SideEff
",",0
<,0
1,0
0,0
%,0
的,0
患,0
者,0
发,0
"
",0
生,0
轻,B-Level
度,I-Level
低,B-SideEff
血,I-SideEff
糖,I-SideEff
。,0
"
",0
3,0
.,0
9,0
 ,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
联,0
合,0
胰,B-Drug
岛,I-Drug
素,I-Drug
的,0
临,0
床,0
疗,0
效,0
如,0
何,0
?,0
"
",0
一,0
般,0
情,0
况,0
下,0
",",0
不,0
推,0
荐,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
联,0
合,0
胰,B-Drug
岛,I-Drug
素,I-Drug
治,0
"
",0
疗,0
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
;,0
但,0
胰,B-Anatomy
岛,I-Anatomy
细,I-Anatomy
胞,I-Anatomy
尚,0
有,0
部,0
分,0
分,0
泌,0
功,0
能,0
的,0
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
"
",0
患,0
者,0
可,0
考,0
虑,0
使,0
用,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
联,0
合,0
基,B-Drug
础,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
治,0
疗,0
。,0
"
",0
当,0
单,0
一,0
或,0
联,0
合,0
口,B-Drug
服,I-Drug
降,I-Drug
糖,I-Drug
药,I-Drug
无,0
法,0
满,0
意,0
控,0
制,0
血,B-Test
糖,I-Test
时,0
",",0
口,B-Drug
"
",I-Drug
服,I-Drug
降,I-Drug
糖,I-Drug
药,I-Drug
物,I-Drug
(,0
包,0
括,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
),0
联,0
合,0
基,B-Drug
础,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
可,0
以,0
"
",0
作,0
为,0
一,0
种,0
胰,B-Drug
岛,I-Drug
素,I-Drug
起,0
始,0
的,0
治,0
疗,0
方,0
案,0
[,0
3,0
3,0
],0
。,0
在,0
亚,0
洲,0
多,0
个,0
国,0
"
",0
家,0
进,0
行,0
的,0
一,0
项,0
4,0
4,0
3,0
例,0
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
患,0
者,0
参,0
加,0
的,0
多,0
中,0
心,0
、,0
随,0
"
",0
机,0
、,0
对,0
照,0
研,0
究,0
[,0
3,0
4,0
],0
显,0
示,0
",",0
对,0
于,0
既,0
往,0
未,0
接,0
受,0
胰,B-Drug
岛,I-Drug
素,I-Drug
治,0
疗,0
"
",0
的,0
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
患,0
者,0
",",0
格,B-Drug
列,I-Drug
美,I-Drug
脲,I-Drug
联,0
合,0
甘,B-Drug
精,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
可,0
进,0
一,0
步,0
"
",0
降,0
低,0
H,B-Test
B,I-Test
A,I-Test
1,I-Test
C,I-Test
达,0
0,B-Test_Value
.,I-Test_Value
9,I-Test_Value
9,I-Test_Value
%,I-Test_Value
",",0
H,B-Test
b,I-Test
A,I-Test
1,I-Test
c,I-Test
达,I-Test
标,I-Test
率,I-Test
为,0
3,B-Test_Value
8,I-Test_Value
.,I-Test_Value
1,I-Test_Value
%,I-Test_Value
",",0
空,B-Test
腹,I-Test
"
",I-Test
血,I-Test
糖,I-Test
降,I-Test
低,I-Test
幅,I-Test
度,I-Test
为,0
5,B-Test_Value
.,I-Test_Value
8,I-Test_Value
9,I-Test_Value
m,I-Test_Value
m,I-Test_Value
o,I-Test_Value
l,I-Test_Value
/,I-Test_Value
L,I-Test_Value
",",0
与,0
格,B-Drug
列,I-Drug
美,I-Drug
脲,I-Drug
联,0
合,0
重,B-Drug
"
",I-Drug
组,I-Drug
人,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
(,0
N,0
P,0
H,0
),0
组,0
无,0
差,0
异,0
",",0
平,B-Test
均,I-Test
日,I-Test
间,I-Test
血,I-Test
糖,I-Test
降,I-Test
低,I-Test
"
",I-Test
幅,I-Test
度,I-Test
优,0
于,0
N,0
P,0
H,0
组,0
(,0
-,0
5,B-Test_Value
.,I-Test_Value
2,I-Test_Value
2,I-Test_Value
m,I-Test_Value
m,I-Test_Value
o,I-Test_Value
l,I-Test_Value
/,I-Test_Value
L,I-Test_Value
 ,0
v,0
s,0
 ,0
-,0
4,B-Test_Value
.,I-Test_Value
4,I-Test_Value
4,I-Test_Value
m,I-Test_Value
m,I-Test_Value
o,I-Test_Value
l,I-Test_Value
/,I-Test_Value
L,I-Test_Value
),0
",",0
"
",0
总,0
体,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
发,0
生,0
6,0
8,0
2,0
/,0
2,0
2,0
0,0
(,0
次,0
数,0
/,0
例,0
数,0
),0
",",0
症,B-SideEff
状,I-SideEff
性,I-SideEff
低,I-SideEff
血,I-SideEff
"
",I-SideEff
糖,I-SideEff
为,0
5,0
1,0
5,0
/,0
2,0
2,0
0,0
(,0
次,0
数,0
/,0
例,0
数,0
),0
",",0
严,B-SideEff
重,I-SideEff
低,I-SideEff
血,I-SideEff
糖,I-SideEff
为,0
5,0
/,0
2,0
2,0
0,0
(,0
次,0
"
",0
数,0
/,0
例,0
数,0
),0
。,0
接,0
受,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
联,0
合,0
基,B-Drug
础,I-Drug
胰,I-Drug
岛,I-Drug
素,I-Drug
治,0
疗,0
的,0
"
",0
患,0
者,0
应,0
特,0
别,0
注,0
意,0
饮,0
食,0
和,0
运,0
动,0
量,0
",",0
以,0
及,0
体,B-SideEff
重,I-SideEff
增,I-SideEff
加,I-SideEff
和,0
"
",0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
。,0
"
",0
4,0
 ,0
特,0
殊,0
人,0
群,0
用,0
药,0
"
",0
4,0
.,0
1,0
 ,0
肝,B-Disease
功,I-Disease
能,I-Disease
不,I-Disease
全,I-Disease
的,0
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
患,0
者,0
是,0
否,0
可,0
以,0
使,0
用,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
?,0
"
",0
目,0
前,0
所,0
有,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
说,0
明,0
书,0
均,0
将,0
重,B-Disease
度,I-Disease
肝,I-Disease
功,I-Disease
能,I-Disease
"
",I-Disease
不,I-Disease
全,I-Disease
列,0
为,0
禁,0
忌,0
证,0
 ,0
[,0
3,0
5,0
],0
。,0
丙,B-Test
氨,I-Test
酸,I-Test
氨,I-Test
基,I-Test
转,I-Test
移,I-Test
酶,I-Test
(,0
a,0
 ,0
l,0
 ,0
a,0
 ,0
n,0
 ,0
i,0
 ,0
n,0
 ,0
e,0
"
",0
t,0
r,0
a,0
n,0
s,0
a,0
m,0
i,0
n,0
a,0
s,0
e,0
",",0
A,0
L,0
T,0
),0
>,0
3,B-Test_Value
倍,I-Test_Value
参,I-Test_Value
考,I-Test_Value
值,I-Test_Value
上,I-Test_Value
限,I-Test_Value
可,0
作,0
为,0
肝,B-Disease
损,I-Disease
害,I-Disease
"
",0
的,0
敏,0
感,0
而,0
特,0
异,0
的,0
指,0
标,0
",",0
若,0
A,B-Test
L,I-Test
T,I-Test
>,0
8,B-Test_Value
~,I-Test_Value
1,I-Test_Value
0,I-Test_Value
倍,I-Test_Value
参,I-Test_Value
考,I-Test_Value
值,I-Test_Value
上,I-Test_Value
"
",I-Test_Value
限,I-Test_Value
或,0
者,0
A,B-Test
L,I-Test
T,I-Test
>,0
3,B-Test_Value
倍,I-Test_Value
参,I-Test_Value
考,I-Test_Value
值,I-Test_Value
上,I-Test_Value
限,I-Test_Value
且,0
血,B-Test
清,I-Test
总,I-Test
胆,I-Test
红,I-Test
素,I-Test
(,0
t,0
o,0
t,0
a,0
l,0
"
",0
b,0
i,0
l,0
i,0
r,0
u,0
b,0
i,0
n,0
",",0
T,0
B,0
I,0
L,0
),0
>,0
2,B-Test_Value
倍,I-Test_Value
参,I-Test_Value
考,I-Test_Value
值,I-Test_Value
上,I-Test_Value
限,I-Test_Value
则,0
是,0
预,0
测,0
重,B-Disease
度,I-Disease
肝,I-Disease
损,I-Disease
"
",I-Disease
害,I-Disease
的,0
特,0
异,0
指,0
标,0
",",0
表,0
明,0
肝,B-Reason
脏,I-Reason
实,I-Reason
质,I-Reason
细,I-Reason
胞,I-Reason
受,I-Reason
到,I-Reason
损,I-Reason
害,I-Reason
",",0
此,0
时,0
"
",0
应,0
禁,0
用,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
[,0
3,0
6,0
],0
。,0
在,0
临,0
床,0
使,0
用,0
中,0
",",0
伴,0
有,0
肝,B-Disease
性,I-Disease
脑,I-Disease
"
",I-Disease
病,I-Disease
、,0
腹,B-Disease
水,I-Disease
或,0
凝,B-Disease
血,I-Disease
障,I-Disease
碍,I-Disease
的,0
失,B-Disease
代,I-Disease
偿,I-Disease
肝,I-Disease
硬,I-Disease
化,I-Disease
患,0
者,0
应,0
禁,0
用,0
该,0
"
",0
类,0
药,0
物,0
以,0
防,0
发,0
生,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
。,0
"
",0
4,0
.,0
2,0
 ,0
肾,B-Disease
功,I-Disease
能,I-Disease
不,I-Disease
全,I-Disease
的,0
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
患,0
者,0
是,0
否,0
可,0
以,0
使,0
用,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
?,0
"
",0
格,B-Drug
列,I-Drug
本,I-Drug
脲,I-Drug
本,0
身,0
及,0
其,0
代,0
谢,0
产,0
物,0
均,0
具,0
有,0
降,0
糖,0
活,0
性,0
",",0
"
",0
肾,B-Disease
功,I-Disease
能,I-Disease
不,I-Disease
全,I-Disease
的,0
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
患,0
者,0
使,0
用,0
格,B-Drug
列,I-Drug
本,I-Drug
脲,I-Drug
容,0
易,0
发,0
生,0
严,0
"
",0
重,0
的,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
事,0
件,0
[,0
3,0
7,0
],0
;,0
格,B-Drug
列,I-Drug
美,I-Drug
脲,I-Drug
的,0
代,0
谢,0
产,0
物,0
在,0
G,B-Test
F,I-Test
R,I-Test
降,0
"
",0
低,0
的,0
患,0
者,0
中,0
没,0
有,0
额,0
外,0
蓄,0
积,0
风,0
险,0
 ,0
[,0
3,0
8,0
],0
;,0
其,0
他,0
常,0
用,0
的,0
磺,B-Drug
"
",I-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
如,0
格,B-Drug
列,I-Drug
喹,I-Drug
酮,I-Drug
、,0
格,B-Drug
列,I-Drug
齐,I-Drug
特,I-Drug
及,0
格,B-Drug
列,I-Drug
吡,I-Drug
嗪,I-Drug
",",0
代,0
"
",0
谢,0
产,0
物,0
均,0
为,0
非,0
活,0
性,0
物,0
质,0
 ,0
[,0
3,0
7,0
],0
",",0
尤,0
其,0
是,0
格,B-Drug
列,I-Drug
喹,I-Drug
酮,I-Drug
",",0
其,0
"
",0
代,0
谢,0
产,0
物,0
只,0
有,0
5,B-Test_Value
%,I-Test_Value
经,0
肾,0
脏,0
排,0
泄,0
",",0
受,0
肾,B-Test
功,I-Test
能,I-Test
的,0
影,0
响,0
很,0
"
",0
小,0
",",0
其,0
可,0
用,0
于,0
轻,B-Level
、,I-Level
中,I-Level
度,I-Level
肾,B-Disease
功,I-Disease
能,I-Disease
不,I-Disease
全,I-Disease
的,0
糖,B-Disease
尿,I-Disease
病,I-Disease
患,0
者,0
。,0
"
",0
A,0
D,0
V,0
A,0
N,0
C,0
E,0
研,0
究,0
发,0
现,0
",",0
格,B-Drug
列,I-Drug
齐,I-Drug
特,I-Drug
缓,I-Drug
释,I-Drug
片,I-Drug
具,0
有,0
肾,B-Anatomy
脏,I-Anatomy
保,0
"
",0
护,0
作,0
用,0
",",0
可,0
降,0
低,0
患,0
者,0
蛋,B-SideEff
白,I-SideEff
尿,I-SideEff
和,0
肾,B-SideEff
脏,I-SideEff
事,I-SideEff
件,I-SideEff
风,I-SideEff
险,I-SideEff
[,0
1,0
3,0
],0
。,0
磺,B-Drug
"
",I-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
在,0
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
合,I-Disease
并,I-Disease
肾,I-Disease
功,I-Disease
能,I-Disease
不,I-Disease
全,I-Disease
患,0
者,0
中,0
的,0
使,0
用,0
推,0
"
",0
2,0
0,0
1,0
7,0
-,0
1,0
[,0
4,0
],0
.,0
i,0
n,0
d,0
d,0
 ,0
 ,0
 ,0
9,0
 ,0
2,0
0,0
1,0
7,0
/,0
3,0
/,0
2,0
 ,0
 ,0
 ,0
1,0
9,0
:,0
1,0
0,0
:,0
2,0
6,0
"
",0
荐,0
见,0
表,0
3,0
[,0
3,0
9,0
],0
。,0
"
",0
4,0
.,0
3,0
 ,0
老,0
年,0
患,0
者,0
使,0
用,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
有,0
哪,0
些,0
注,0
意,0
事,0
项,0
?,0
"
",0
针,0
对,0
老,0
年,0
糖,B-Disease
尿,I-Disease
病,I-Disease
患,0
者,0
",",0
实,0
施,0
个,0
体,0
化,0
药,0
物,0
治,0
疗,0
"
",0
方,0
案,0
控,0
制,0
血,B-Test
糖,I-Test
并,0
避,0
免,0
或,0
最,0
小,0
化,0
药,0
物,0
相,0
关,0
的,0
不,0
良,0
"
",0
反,0
应,0
是,0
必,0
要,0
的,0
。,0
老,0
年,0
糖,B-Disease
尿,I-Disease
病,I-Disease
患,0
者,0
对,0
低,B-Disease
血,I-Disease
糖,I-Disease
耐,0
受,0
性,0
"
",0
差,0
",",0
易,0
出,0
现,0
无,B-SideEff
症,I-SideEff
状,I-SideEff
性,I-SideEff
低,I-SideEff
血,I-SideEff
糖,I-SideEff
和,0
严,B-SideEff
重,I-SideEff
低,I-SideEff
血,I-SideEff
糖,I-SideEff
",",0
需,0
要,0
"
",0
特,0
别,0
关,0
注,0
。,0
因,0
此,0
",",0
在,0
选,0
择,0
降,0
糖,0
药,0
物,0
时,0
",",0
老,0
年,0
患,0
者,0
"
",0
应,0
着,0
重,0
考,0
虑,0
药,0
物,0
的,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
风,0
险,0
。,0
若,0
患,0
者,0
既,0
往,0
有,0
严,0
"
",0
重,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
史,0
、,0
预,0
期,0
生,0
存,0
期,0
较,0
短,0
、,0
或,0
合,0
并,0
其,0
他,0
严,0
重,0
"
",0
疾,0
病,0
",",0
如,0
果,0
需,0
要,0
联,0
合,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
治,0
疗,0
",",0
宜,0
选,0
择,0
降,0
"
",0
糖,0
作,0
用,0
较,0
温,0
和,0
、,0
作,0
用,0
时,0
间,0
较,0
短,0
、,0
低,B-SideEff
血,I-SideEff
糖,I-SideEff
风,0
险,0
小,0
的,0
"
",0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
",",0
避,0
免,0
使,0
用,0
格,B-Drug
列,I-Drug
本,I-Drug
脲,I-Drug
。,0
无,0
论,0
选,0
择,0
何,0
种,0
"
",0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
",",0
都,0
应,0
从,0
最,0
小,0
剂,0
量,0
开,0
始,0
",",0
严,0
密,0
监,0
测,0
血,B-Test
"
",I-Test
糖,I-Test
变,0
化,0
",",0
根,0
据,0
血,B-Test
糖,I-Test
逐,0
步,0
调,0
整,0
至,0
合,0
适,0
剂,0
量,0
",",0
将,0
低,B-SideEff
血,I-SideEff
"
",I-SideEff
糖,I-SideEff
的,0
发,0
生,0
风,0
险,0
降,0
至,0
最,0
小,0
。,0
"
",0
4,0
.,0
4,0
 ,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
可,0
否,0
用,0
于,0
T,B-Disease
2,I-Disease
D,I-Disease
M,I-Disease
之,0
外,0
的,0
糖,B-Disease
尿,I-Disease
病,I-Disease
患,0
者,0
?,0
"
",0
目,0
前,0
为,0
止,0
",",0
所,0
有,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
均,0
尚,0
未,0
被,0
中,0
"
",0
国,0
食,0
品,0
药,0
品,0
监,0
督,0
管,0
理,0
局,0
(,0
C,0
 ,0
h,0
 ,0
i,0
 ,0
n,0
 ,0
a,0
 ,0
F,0
 ,0
o,0
 ,0
o,0
 ,0
d,0
 ,0
a,0
 ,0
n,0
 ,0
d,0
 ,0
D,0
 ,0
r,0
 ,0
u,0
 ,0
g,0
"
",0
A,0
d,0
m,0
i,0
n,0
i,0
s,0
t,0
r,0
a,0
t,0
i,0
o,0
n,0
",",0
C,0
F,0
D,0
A,0
),0
批,0
准,0
用,0
于,0
治,0
疗,0
妊,B-Disease
娠,I-Disease
期,I-Disease
糖,I-Disease
尿,I-Disease
"
",I-Disease
病,I-Disease
、,0
儿,B-Disease
童,I-Disease
和,I-Disease
青,I-Disease
少,I-Disease
年,I-Disease
T,I-Disease
2,I-Disease
D,I-Disease
M,I-Disease
以,0
及,0
1,B-Disease
型,I-Disease
糖,I-Disease
尿,I-Disease
病,I-Disease
患,0
者,0
。,0
"
",0
5,0
 ,0
安,0
全,0
性,0
"
",0
5,0
.,0
1,0
 ,0
磺,B-Drug
脲,I-Drug
类,I-Drug
药,I-Drug
物,I-Drug
有,0
